Name,Port,Protocol,Popularity,Description
agpolicy,38203,udp,0,AppGate Policy Server
safetynetp,40000,udp,0,SafetyNET p
1,39681,tcp,0,TurboNote Default Port
vroa,39063,tcp,0,Children's hearing test/Telemedicine
secrmmsafecopya,38865,tcp,0,Security approval process for use of the secRMM SafeCopy program
sruth,38800,tcp,0,Sruth is a service for the distribution of routinely- generated but arbitrary files based on a publish/subscribe distribution model and implemented using a peer-to-peer transport mechanism
psqlmws,38638,tcp,0,Premier SQL Middleware Server
control,38472,tcp,0,F1 Control Plane (3GPP)
interface,38462,tcp,0,E1 signalling transport (3GPP)
control,38422,tcp,0,Xn Control Plane (3GPP)
1,39681,udp,0,TurboNote Default Port
rmpp,1121,udp,0,Datalode RMPP
m2ap,36443,tcp,0,M2 Application Part
slmap,36423,tcp,0,SLm Interface Application Protocol
dhanalakshmi,34567,tcp,0,edi_service | dhanalakshmi.org EDI Service
remote,34379,udp,0,P-Net on IP remote
remote,34379,tcp,0,P-Net on IP remote
local,34378,udp,0,P-Net on IP local
local,34378,tcp,0,P-Net on IP local
2,34249,udp,0,TurboNote Relay Server Default Port
2,34249,tcp,0,TurboNote Relay Server Default Port
adept,33890,tcp,0,Adept IP protocol
rt,34962,tcp,0,PROFInet RT Unicast
snip,33656,tcp,0,snip-slave | SNIP Slave
traceroute,33434,udp,0,traceroute use
traceroute,33434,tcp,0,traceroute use
speedtrace,33334,tcp,0,speedtrace-disc | SpeedTrace TraceAgent | SpeedTrace TraceAgent Discovery
serv,33333,tcp,0,Digital Gaslight Service
diamondport,33331,udp,0,DiamondCentral Interface
diamondport,33331,tcp,0,DiamondCentral Interface
balaena,33123,udp,0,Aurora (Balaena Ltd)
balaena,33123,tcp,0,Aurora (Balaena Ltd)
mtrace,33435,tcp,0,IP Multicast Traceroute
ap,36424,tcp,0,Nq and Nq' Application Protocol
rt,34962,udp,0,PROFInet RT Unicast
rtm,34963,udp,0,PROFInet RT Multicast
wlcp,36411,tcp,0,Wireless LAN Control plane Protocol (WLCP)
allpeers,36001,udp,0,AllPeers Network
allpeers,36001,tcp,0,AllPeers Network
id,35357,tcp,0,OpenStack ID Service
guttersnex,35356,tcp,0,Gutters Note Exchange
lm,35355,tcp,0,altova-lm-disc | Altova License Management | Altova License Management Discovery
kitim,35354,tcp,0,KIT Messenger
disc,35100,tcp,0,Axiomatic discovery protocol
rtm,34963,tcp,0,PROFInet RT Multicast
helper,35006,tcp,0,ReadyTech Helper Service
classmanager,35004,tcp,0,ReadyTech ClassManager
devicemapper,35003,tcp,0,ReadyTech DeviceMapper Server
sound,35002,tcp,0,ReadyTech Sound Server
viewer,35001,tcp,0,ReadyTech Viewer
ethercat,34980,udp,0,EhterCAT Port
ethercat,34980,tcp,0,EtherCAT Port | EhterCAT Port
cm,34964,udp,0,PROFInet Context Manager
cm,34964,tcp,0,PROFInet Context Manager
labtracker,35005,tcp,0,ReadyTech LabTracker
mysqlx,33060,tcp,0,MySQL Database Extended Interface
cip,41794,udp,0,Crestron Control Port
ctp,41795,udp,0,Crestron Terminal Port
nimcontroller,48000,tcp,0,Nimbus Controller
ucnet,47809,tcp,0,PreSonus Universal Control Network Protocol
cnrprotocol,1096,udp,0,Common Name Resolution Protocol
bacnet,47808,tcp,0,Building Automation and Control Networks
sunclustermgr,1097,udp,0,Sun Cluster Manager
ircs,994,udp,0,irc protocol over TLS/SSL
lmsocialserver,1111,udp,0,LM Social Server
mactalk,47100,tcp,0,Configuration of motors connected to Industrial Ethernet
nimcontroller,48000,udp,0,Nimbus Controller
winrm,47001,tcp,0,Windows Remote Management Service
mbus,47000,tcp,0,Message Bus
mediabox,46999,tcp,0,MediaBox Server
spremotetablet,46998,tcp,0,Connection between a desktop computer or server and a signature tablet to capture handwritten signatures
inedo,46336,tcp,0,Listen port used for Inedo agent communication
servermgr,45966,udp,0,SSRServerMgr
servermgr,45966,tcp,0,SSRServerMgr
qdb2service,45825,udp,0,Qpuncture Data Access Service
qdb2service,45825,tcp,0,Qpuncture Data Access Service
mbus,47000,udp,0,Message Bus
shell,45824,tcp,0,Server for the DAI family of client-server products
nimspooler,48001,tcp,0,Nimbus Spooler
nimhub,48002,tcp,0,Nimbus Hub
bridgecontrol,1073,udp,0,Bridge Control
rje,5,tcp,0,Remote Job Entry
sm,1091,udp,0,FF System Management
inspider,49150,tcp,0,InSpider System
nusrp,49001,tcp,0,nusdp-disc | Nuance Unity Service Request Protocol | Nuance Unity Service Discovery Protocol
matahari,49000,tcp,0,Matahari Broker
robotraconteur,48653,tcp,0,Robot Raconteur transport
blp5,48129,udp,0,Bloomberg locator
nimspooler,48001,udp,0,Nimbus Spooler
blp5,48129,tcp,0,Bloomberg locator
weandsf,48050,tcp,0,WeFi Access Network Discovery and Selection Function
cbsp,48049,tcp,0,3GPP Cell Broadcast Service Protocol
juka,48048,tcp,0,Juliar Programming Language Protocol
nimbusdbctrl,48005,tcp,0,NimbusDB Control
nimbusdb,48004,tcp,0,NimbusDB Connector
nimgtw,48003,udp,0,Nimbus Gateway
nimgtw,48003,tcp,0,Nimbus Gateway
msp,18,tcp,0,Message Send Protocol | Message Send Protocol (historic)
isnetserv,48128,tcp,0,Image Systems Network Services
bnetfile,1120,tcp,0,Battle.net File Transfer Protocol
eba,45678,udp,0,EBA PRISE
cloudcheck,45514,tcp,0,cloudcheck-ping | ASSIA CloudCheck WiFi Management System | ASSIA CloudCheck WiFi Management keepalive
tunnel,44123,tcp,0,Z-Wave Secure Tunnel
ciscocsdb,43441,udp,0,Cisco NetMgmt DB Ports
ciscocsdb,43441,tcp,0,Cisco NetMgmt DB Ports
cmd,43440,udp,0,Cisco EnergyWise Discovery and Command Flooding
mgmt,43440,tcp,0,ew-disc-cmd | Cisco EnergyWise Management | Cisco EnergyWise Discovery and Command Flooding
update,43439,tcp,0,eq3-config | EQ3 firmware update | EQ3 discovery and configuration
routing,43438,tcp,0,HmIP LAN Routing
shaperai,43210,tcp,0,shaperai-disc | Shaper Automation Server Management | Shaper Automation Server Management Discovery
pmcd,44321,tcp,0,PCP server (pmcd)
transport,43191,tcp,0,Reconnoiter Agent Data Transport
caerpc,42510,udp,0,CA eTrust RPC
rlp,39,tcp,0,Resource Location Protocol
candrp,42509,udp,0,CA discovery response
candrp,42509,tcp,0,CA discovery response
nas,991,udp,0,Netnews Administration System
candp,42508,tcp,0,Computer Associates network discovery protocol
ctps,41797,tcp,0,Crestron Secure Terminal Port
cips,41796,tcp,0,Crestron Secure Control Port
curiosity,42999,tcp,0,API endpoint for search application
eba,45678,tcp,0,EBA PRISE
pmcd,44321,udp,0,PCP server (pmcd)
pmcdproxy,44322,udp,0,PCP server (pmcd) proxy
ag,45054,udp,0,InVision AG
ag,45054,tcp,0,InVision AG
synctest,45045,tcp,0,Remote application control protocol
status,45002,tcp,0,Redspeed Status Monitor
asmps,45001,tcp,0,Nuance AutoStore Status Monitoring Protocol (secure data transfer)
asmp,45000,tcp,0,asmp-mon | Nuance AutoStore Status Monitoring Protocol (data transfer) | Nuance AutoStore Status Monitoring Protocol (device monitoring)
m3da,44900,tcp,0,m3da-disc | M3DA is used for efficient machine-to-machine communications | M3DA Discovery is used for efficient machine-to-machine communications
2,44818,tcp,0,EtherNet/IP-2 | EtherNet-IP-2 | EtherNet/IP messaging
pmcdproxy,44322,tcp,0,PCP server (pmcd) proxy
asihpi,44600,tcp,0,AudioScience HPI
debug,44553,tcp,0,REALbasic Remote Debug
domiq,44544,tcp,0,DOMIQ Building Automation
backup,44445,tcp,0,Acronis Backup Gateway service port
dataman,44444,tcp,0,Cognex DataMan Management Protocol
telnets,992,udp,0,telnet protocol over TLS/SSL
trns,1115,tcp,0,ARDUS Transfer
trns,1115,udp,0,ARDUS Transfer
pmwebapi,44323,tcp,0,HTTP binding for Performance Co-Pilot client API
debug,44553,udp,0,REALbasic Remote Debug
commn,1127,udp,0,KWDB Remote Communication
idmgratm,32896,tcp,0,Attachmate ID Manager
retp,32811,tcp,0,Real Estate Transport Protocol
rna,25471,tcp,0,RNSAP User Adaptation for Iurh
tls,25100,tcp,0,IBM Db2 Client Interface - Encrypted
find,24922,udp,0,Find Identification of Network Devices
find,24922,tcp,0,Find Identification of Network Devices
disc,24850,tcp,0,Device Association Discovery
cslg,24754,tcp,0,Citrix StorageLink Gateway
http,24680,tcp,0,TCC User HTTP Service
proactivate,24678,udp,0,Turbopower Proactivate
sauterdongle,25576,tcp,0,Sauter Dongle
proactivate,24678,tcp,0,Turbopower Proactivate
canditv,24676,tcp,0,Canditv Message Service
sdtvwcam,24666,tcp,0,Service used by SmarDTV to communicate between a CAM and a second screen application
bilobit,24577,tcp,0,bilobit-update | bilobit Service | bilobit Service Update
tonidods,24465,udp,0,Tonido Domain Server
tonidods,24465,tcp,0,Tonido Domain Server
intel_rci,24386,udp,0,Intel RCI
intel_rci,24386,tcp,0,intel-rci | Intel RCI
ip,24323,tcp,0,Verimag mobile class protocol over TCP
canditv,24676,udp,0,Canditv Message Service
hid,24322,tcp,0,Transport of Human Interface Device data streams
idtp,25604,tcp,0,Identifier Tracing Protocol
oms,1156,udp,0,iasControl OMS
lm,27005,udp,0,FLEX LM (1-10)
lm,27004,udp,0,FLEX LM (1-10)
flexlm4,27004,tcp,0,FlexLM license manager additional ports
nfa,1155,tcp,0,Network File Access
lm,27001,udp,0,FLEX LM (1-10)
lm,27000,udp,0,FLEX LM (1-10)
tcp,26486,tcp,0,exoline-udp | EXOline-UDP
cli,26263,udp,0,K3 Software-Client
hos,25793,tcp,0,Vocaltec Address Server
cli,26263,tcp,0,K3 Software-Client
svr,26262,tcp,0,K3 Software-Server
cockroach,26257,tcp,0,CockroachDB
scscp,26133,udp,0,Symbolic Computation Software Composability Protocol
scscp,26133,tcp,0,Symbolic Computation Software Composability Protocol
master,25955,tcp,0,Bitfighter master server
game,25954,tcp,0,Bitfighter game server
net,25900,udp,0,TASP Network Comm
net,25900,tcp,0,TASP Network Comm
svr,26262,udp,0,K3 Software-Server
flexlm6,27006,tcp,0,FlexLM license manager additional ports
ild,24321,udp,0,Isolv Local Directory
4gl,24249,udp,0,Vista 4GL
inovaport3,23002,tcp,0,Inova LightLink Server Type 3
inovaport2,23001,udp,0,Inova LightLink Server Type 2
inovaport2,23001,tcp,0,Inova LightLink Server Type 2
iascontrol,1157,udp,0,Oracle iASControl
inovaport1,23000,tcp,0,Inova LightLink Server Type 1
gw,22951,udp,0,Telerate Information Platform WAN
gw,22951,tcp,0,Telerate Information Platform WAN
brf,22800,udp,0,Telerate Information Platform LAN
inovaport3,23002,udp,0,Inova LightLink Server Type 3
brf,22800,tcp,0,Telerate Information Platform LAN
talikaserver,22763,tcp,0,Talika Main Server
phone,22555,udp,0,Vocaltec Internet Phone
backup,22537,tcp,0,CaldSoft Backup server file transfer
oms,1159,udp,0,Oracle OMS
hpnpd,22370,tcp,0,Hewlett-Packard Network Printer daemon
cmwan,22351,tcp,0,TPC/IP requests of copy protection software to a server
olsv,1160,tcp,0,DB Lite Mult-User Server
olsv,1160,udp,0,DB Lite Mult-User Server
talikaserver,22763,udp,0,Talika Main Server
ild,24321,tcp,0,Isolv Local Directory
inovaport4,23003,tcp,0,Inova LightLink Server Type 4
inovaport5,23004,tcp,0,Inova LightLink Server Type 5
4gl,24249,tcp,0,Vista 4GL
neo,23546,tcp,0,AreaGuard Neo - WebServer
alt,23457,tcp,0,Aequus Service Mgmt
aequus,23456,tcp,0,Aequus Service
global,23402,udp,0,Novar Global
global,23402,tcp,0,Novar Global
alarm,23401,udp,0,Novar Alarm
alarm,23401,tcp,0,Novar Alarm
inovaport4,23003,udp,0,Inova LightLink Server Type 4
dbase,23400,tcp,0,Novar Data
elxmgmt,23333,tcp,0,Emulex HBAnyware Remote Management
dir,23294,tcp,0,5afe-disc | 5AFE SDN Directory | 5AFE SDN Directory discovery
s102,23272,udp,0,S102 application
s102,23272,tcp,0,S102 application
gntp,23053,tcp,0,Generic Notification Transport Protocol
inovaport6,23005,udp,0,Inova LightLink Server Type 6
inovaport6,23005,tcp,0,Inova LightLink Server Type 6
inovaport5,23004,udp,0,Inova LightLink Server Type 5
elxmgmt,23333,udp,0,Emulex HBAnyware Remote Management
lm,27006,udp,0,FLEX LM (1-10)
flexlm8,27008,tcp,0,FlexLM license manager additional ports
lm,27008,udp,0,FLEX LM (1-10)
t1distproc60,32249,udp,0,T1 Distributed Processor
t1distproc60,32249,tcp,0,T1 Distributed Processor
iracinghelper,32034,udp,0,iRacing helper service
iracinghelper,32034,tcp,0,iRacing helper service
iceedcp_rx,31949,udp,0,Embedded Device Configuration Protocol RX
iceedcp_rx,31949,tcp,0,iceedcp-rx | Embedded Device Configuration Protocol RX
iceedcp_tx,31948,udp,0,Embedded Device Configuration Protocol TX
iceedcp_tx,31948,tcp,0,iceedcp-tx | Embedded Device Configuration Protocol TX
plex,32400,tcp,0,Plex multimedia
port,31765,udp,0,GameSmith Port
dsx_monitor,31685,tcp,0,dsx-monitor | DS Expert Monitor
mon,31620,udp,0,lm mon
mon,31620,tcp,0,lm mon
tetrinet,31457,udp,0,TetriNET Protocol
tetrinet,31457,tcp,0,TetriNET Protocol
xqosd,31416,udp,0,XQoS network monitor
licensed,31400,tcp,0,PACE license server
ftp,63,tcp,0,whoispp | VIA Systems - FTP & whois++ | whois++
port,31765,tcp,0,GameSmith Port
transfer,1146,tcp,0,audit transfer
link,32483,tcp,0,Access Point Manager Link
clnt,32635,udp,0,SecureNotebook-CLNT
mlsn,32801,udp,0,Multiple Listing Service Network
mlsn,32801,tcp,0,Multiple Listing Service Network
snd,46,tcp,0,MPM [default send]
saphostctrl,1128,udp,0,SAPHostControl over SOAP/HTTP
saphostctrls,1129,tcp,0,SAPHostControl over SOAP/HTTPS
ip,1132,udp,0,KVM-via-IP Management Service
dfn,1133,tcp,0,Data Flow Network
aplx,1134,udp,0,MicroAPL APLX
clnt,32635,tcp,0,SecureNotebook-CLNT
omnivision,1135,udp,0,OmniVision Communication Service
autonoc,1140,tcp,0,AutoNOC Network Operations Protocol
autonoc,1140,udp,0,AutoNOC Network Operations Protocol
mxomss,1141,udp,0,User Message Service
mail,61,tcp,0,NI MAIL
edtools,1142,tcp,0,User Discovery Service
acas,62,tcp,0,ACA Services
powsrm,32767,udp,0,FileNet BPM WS-ReliableMessaging Client
edtools,1142,udp,0,User Discovery Service
encrypted_admin,1138,udp,0,encrypted admin requests
yawn,31029,udp,0,YaWN - Yet Another Windows Notifier
yawn,31029,tcp,0,YaWN - Yet Another Windows Notifier
acp,31020,tcp,0,Autotrac ACP 245
blaze,1150,udp,0,Blaze File Server
cashreg,28010,tcp,0,Gruber cash registry protocol
pqsp,28001,tcp,0,PQ Service
nxlmd,28000,udp,0,NX License Manager
nxlmd,28000,tcp,0,NX License Manager
key,27999,udp,0,Attribute Certificate Services
key,27999,tcp,0,TW Authentication/Key Distribution and | Attribute Certificate Services
astrolink,27876,tcp,0,Astrolink Protocol
engine,28080,tcp,0,thor/server - ML engine
vista,27782,udp,0,ARS VISTA Application
httphead,27504,udp,0,Kopek HTTP Head Port
httphead,27504,tcp,0,Kopek HTTP Head Port
jesmsjc,27442,udp,0,Job controller service
jesmsjc,27442,tcp,0,Job controller service
winpoplanmess,1152,udp,0,Winpopup LAN Messenger
acse,1153,udp,0,ANSI C12.22 Port
resacommunity,1154,udp,0,Community Service
lm,27009,udp,0,FLEX LM (1-10)
vista,27782,tcp,0,ARS VISTA Application
ran,28119,tcp,0,A27 cdma2000 RAN Management
voxelstorm,28200,tcp,0,VoxelStorm game server
siemensgsm,28240,tcp,0,Siemens GSM
sddp,31016,tcp,0,ka-kdp | Kollective Agent Secure Distributed Delivery Protocol | Kollective Agent Kollective Delivery Protocol
ovobs,30999,udp,0,OpenView Service Desk Client
ovobs,30999,tcp,0,OpenView Service Desk Client
disc,30832,tcp,0,Samsung Convergence Discovery Protocol
realtime,30400,tcp,0,GroundStar RealTime System
covia,64,tcp,0,Communications Integrator (CI)
kingdomsonline,30260,tcp,0,Kingdoms Online (CraigAvenue)
rwp,30100,tcp,0,Remote Window Protocol
s,30004,tcp,0,Amicon FPSU-IP VPN
ra,30003,tcp,0,Amicon FPSU-IP Remote Administration
services2,30002,udp,0,Pago Services 2
services2,30002,tcp,0,Pago Services 2
services1,30001,udp,0,Pago Services 1
bingbang,29999,tcp,0,data exchange protocol for IEC61850 in wind power plants
otmp,29167,udp,0,ObTools Message Protocol
otmp,29167,tcp,0,ObTools Message Protocol
licensing,29000,tcp,0,Siemens Licensing Server
bosswave,28589,tcp,0,Building operating system services wide area verified exchange
siemensgsm,28240,udp,0,Siemens GSM
WibuKey,22347,tcp,0,WibuKey Standard WkLan
xmpv7,7430,tcp,0,OpenView DM xmpv7 api pipe
weave,11095,tcp,0,Nest device-to-device and device-to-service application protocol
octopustentacle,10933,tcp,0,Listen port used by the Octopus Deploy Tentacle deployment agent
rphy,8190,tcp,0,Generic control plane for RPHY
itach,8184,udp,0,Remote iTach Connection
itach,8184,tcp,0,Remote iTach Connection
rgtp,1431,tcp,0,Reverse Gossip Transport
fdm,8182,tcp,0,VMware Fault Domain Manager
lpar2rrd,8162,tcp,0,LPAR2RRD client server communication
snmp,8161,udp,0,Patrol SNMP
snmp,8161,tcp,0,Patrol SNMP
limnerpressure,8191,tcp,0,Limner Pressure
quantastor,8153,tcp,0,QuantaStor Management Interface
isdd,8148,udp,0,i-SDD file transfer
isdd,8148,tcp,0,i-SDD file transfer
puppet,8140,tcp,0,The Puppet server service | The Puppet master service
wbp,8129,udp,0,PayCash Wallet-Browser
wbp,8129,tcp,0,PayCash Wallet-Browser
online,8128,udp,0,PayCash Online Protocol
online,8128,tcp,0,PayCash Online Protocol
admin,8122,udp,0,Apollo Admin Port
game,8149,tcp,0,Edge of Reality game data
admin,8122,tcp,0,Apollo Admin Port
sophos,8192,udp,0,Sophos Remote Management System
sqlsrv,156,tcp,0,SQL Service
webwatcher,8208,udp,0,LM Webwatcher
webwatcher,8208,tcp,0,LM Webwatcher
bftp,152,tcp,0,Background File Transfer Program
sserver,8207,tcp,0,LM SServer
dta,8206,udp,0,LM Dta
dta,8206,tcp,0,LM Dta
instmgr,8205,udp,0,LM Instmgr
instmgr,8205,tcp,0,LM Instmgr
beep,702,udp,0,IRIS over BEEP
perfworks,8204,udp,0,LM Perfworks
prod,154,tcp,0,NETSC
lm,1428,tcp,0,Informatik License Manager
trivnet1,8200,udp,0,TRIVNET
data,8199,tcp,0,VVR DATA
blp2,8195,udp,0,Bloomberg feed
blp2,8195,tcp,0,Bloomberg feed
sophos,8194,udp,0,Sophos Remote Management System
dev,155,tcp,0,NETSC
perfworks,8204,tcp,0,LM Perfworks
papi,8211,tcp,0,Aruba Networks AP management
data,8121,udp,0,Apollo Data Port
privoxy,8118,udp,0,Privoxy HTTP proxy
isc,8070,tcp,0,Oracle Unified Communication Suite's Indexed Search Converter
async,8067,tcp,0,Infinidat async replication
appsrvr,8066,tcp,0,Toad BI Application Server
dev,8061,tcp,0,Nikatron Device Protocol
senomix08,8059,udp,0,Senomix Timesheets Client [1 year assignment]
senomix08,8059,tcp,0,Senomix Timesheets Client [1 year assignment]
senomix07,8058,udp,0,Senomix Timesheets Client [1 year assignment]
senomix07,8058,tcp,0,Senomix Timesheets Client [1 year assignment]
gadugadu,8074,tcp,0,Gadu-Gadu
senomix06,8057,udp,0,Senomix Timesheets Client [1 year assignment]
senomix05,8056,udp,0,Senomix Timesheets Server [1 year assignment]
senomix05,8056,tcp,0,Senomix Timesheets Server [1 year assignment]
senomix04,8055,udp,0,Senomix Timesheets Server [1 year assignment]
senomix04,8055,tcp,0,Senomix Timesheets Server [1 year assignment]
senomix03,8054,udp,0,Senomix Timesheets Server [1 year assignment]
senomix03,8054,tcp,0,Senomix Timesheets Server [1 year assignment]
senomix02,8053,udp,0,Senomix Timesheets Client [1 year assignment]
senomix02,8053,tcp,0,Senomix Timesheets Client [1 year assignment]
senomix06,8057,tcp,0,Senomix Timesheets Client [1 year assignment]
data,8121,tcp,0,Apollo Data Port
gadugadu,8074,udp,0,Gadu-Gadu
alt,8080,udp,0,HTTP Alternate (see port 80)
purityrpc,8117,tcp,0,Purity replication clustering and remote management
cluster,8116,udp,0,Check Point Clustering
matrix,8115,tcp,0,MTL8000 Matrix
skynetflow,8111,tcp,0,Skynetflow network services
migr,8102,tcp,0,Oracle Kernel zones migration server
migr,8101,tcp,0,Logical Domains Migration
server,8100,udp,0,Xprint Server
sac,8097,udp,0,SAC Port Id
mles,8077,tcp,0,Mles is a client-server data distribution protocol targeted to serve as a lightweight and reliable distributed publish/subscribe database service.
jamlink,8091,tcp,0,Jam Link Framework
accessnetwork,699,udp,0,Access Network
simplifymedia,8087,udp,0,Simplify Media SPP Protocol
n,8086,udp,0,Distributed SCADA Networking Rendezvous Port
srv,8083,udp,0,Utilistor (Server)
cli,8082,udp,0,Utilistor (Client)
agent,164,tcp,0,CMIP/TCP Agent
sunproxyadmin,8081,udp,0,Sun Proxy Admin Service
courier,165,tcp,0,Xerox
http,8088,udp,0,Radan HTTP
senomix01,8052,udp,0,Senomix Timesheets Server
rexecj,8230,tcp,0,RexecJ Server
port,8231,tcp,0,HNCP
fence,8555,udp,0,SYMAX D-FENCE
fence,8555,tcp,0,SYMAX D-FENCE
alt,8554,udp,0,RTSP Alternate (see port 554)
alt,8554,tcp,0,RTSP Alternate (see port 554)
ping,8503,tcp,0,MPLS LSP Self-Ping
ftnmtp,8502,tcp,0,FTN Message Transfer Protocol
mgt,8501,tcp,0,cmtp-av | CYTEL Message Transfer Management | CYTEL Message Transfer Audio and Video
fmtp,8500,udp,0,Flight Message Transfer Protocol
admin,8567,tcp,0,dof-tunnel | Object Access Protocol Administration | DOF Tunneling Protocol
noteshare,8474,udp,0,AquaMinds NoteShare
otv,8472,udp,0,Overlay Transport Virtualization (OTV)
nexentamv,8457,tcp,0,Nexenta Management GUI
fed,8448,tcp,0,Matrix Federation Protocol
xpc,713,udp,0,IRIS over XPC
http,8444,udp,0,PCsync HTTP
http,8444,tcp,0,PCsync HTTP
https,8443,udp,0,PCsync HTTPS
bus,8442,tcp,0,CyBro A-bus Protocol
vp2p,8473,tcp,0,Virtual Point to Point
as2,8433,tcp,0,Non Persistent Desktop and Application Streaming
admin,8567,udp,0,Object Access Protocol Administration
asterix,8600,udp,0,Surveillance Data
net,8732,udp,0,DASGIP Net Services
net,8732,tcp,0,DASGIP Net Services
nvc,8711,tcp,0,Nuance Voice Control
grpc,8710,tcp,0,gRPC for SEMI Standards implementations
vnyx,8699,udp,0,VNYX Primary Port
vnyx,8699,tcp,0,VNYX Primary Port
ctrl,8688,tcp,0,OpenRemote Controller HTTP/REST
jmxrmi,8686,udp,0,Sun App Server - JMX/RMI
lm,1406,tcp,0,NetLabs License Manager
spartan,8668,tcp,0,Spartan management
imink,8615,tcp,0,Imink Service Control
bjnp4,8614,tcp,0,Canon BJNP Port 4
bjnp3,8613,tcp,0,Canon BJNP Port 3
bjnp2,8612,tcp,0,Canon BJNP Port 2
bjnp1,8611,tcp,0,Canon BJNP Port 1
mfnp,8610,udp,0,Canon MFNP Service
mfnp,8610,tcp,0,Canon MFNP Service
disc,8609,tcp,0,Canon Compact Printer Protocol Discovery
admin,8666,tcp,0,Monetra Administrative Access
rexecj,8230,udp,0,RexecJ Server
pgbackrest,8432,tcp,0,PostgreSQL Backup
rtp,8417,udp,0,eSpeech RTP Protocol
tnp,8321,tcp,0,Thin(ium) Network Protocol
discover,8320,udp,0,Thin(ium) Network Protocol
discover,8320,tcp,0,Thin(ium) Network Protocol
net,8313,tcp,0,Hub Open Network
amberon,8301,udp,0,Amberon PPC/PPS
amberon,8301,tcp,0,Amberon PPC/PPS
tmi,8300,udp,0,Transport Management Interface
blp4,8294,udp,0,Bloomberg intelligent client
marine,8322,tcp,0,Garmin Marine
dsj,707,udp,0,Borland DSJ
nhttp,8280,udp,0,Synapse Non Blocking HTTP
nhttp,8280,tcp,0,Synapse Non Blocking HTTP
sec,8276,udp,0,Pando Media Controlled Distribution
sec,8276,tcp,0,ms-mcc | Pando Media Controlled Distribution | Microsoft Connected Cache
remote,8270,tcp,0,Robot Framework Remote Library Interface
p2p,8266,tcp,0,ESPeasy peer-2-peer communication
nhttps,8243,udp,0,Synapse Non Blocking HTTPS
nhttps,8243,tcp,0,Synapse Non Blocking HTTPS
lm,1425,tcp,0,Zion Software License Manager
aritts,8423,tcp,0,Aristech text-to-speech server
lm,1421,tcp,0,Gandalf License Manager
find,8351,udp,0,Server Find
rtp,8417,tcp,0,eSpeech RTP Protocol
espeech,8416,udp,0,eSpeech Session Protocol
espeech,8416,tcp,0,eSpeech Session Protocol
sp,8415,tcp,0,Delphix Session Protocol
svbackup,8405,tcp,0,SuperVault Backup
svcloud,8404,tcp,0,SuperVault Cloud
marathontp,8384,tcp,0,Marathon Transport Protocol
m2mservices,8383,udp,0,M2m Services
find,8351,tcp,0,Server Find
update,8380,udp,0,Cruise UPDATE
diags,8379,udp,0,Cruise DIAGS
diags,8379,tcp,0,Cruise DIAGS
config,8378,udp,0,Cruise CONFIG
config,8378,tcp,0,Cruise CONFIG
swroute,8377,udp,0,Cruise SWROUTE
swroute,8377,tcp,0,Cruise SWROUTE
enum,8376,udp,0,Cruise ENUM
enum,8376,tcp,0,Cruise ENUM
update,8380,tcp,0,Cruise UPDATE
rocrail,8051,tcp,0,Rocrail Client Service
mgmt,8044,tcp,0,FireScope Management Interface
server,8043,tcp,0,FireScope Server
imqtunnels,7674,udp,0,iMQ SSL tunnel
imqtunnels,7674,tcp,0,iMQ SSL tunnel
imqstomps,7673,tcp,0,iMQ STOMP Server over SSL
imqstomp,7672,tcp,0,iMQ STOMP Server
rome,7663,tcp,0,Proprietary immutable distributed data storage
dr,665,udp,0,Sun DR
cuseeme,7648,tcp,0,bonjour-cuseeme
pmdfmgt,7633,tcp,0,PMDF Management
imqtunnel,7675,tcp,0,iMQ Tunnel
msg,7631,tcp,0,TESLA System Messaging
xdas,7629,udp,0,OpenXDAS Wire Protocol
xdas,7629,tcp,0,OpenXDAS Wire Protocol
pawn,7628,udp,0,Primary Agent Work Notification
http,7627,udp,0,SOAP Service Port
wins,1512,tcp,0,Microsoft's Windows Internet Name Service
simco,7626,tcp,0,SImple Middlebox COnfiguration (SIMCO) Server
indi,7624,udp,0,Instrument Neutral Distributed Interface
indi,7624,tcp,0,Instrument Neutral Distributed Interface
hawk,7630,tcp,0,HA Web Konsole
debug,7606,tcp,0,MIPI Alliance Debug
imqtunnel,7675,udp,0,iMQ Tunnel
imqbrokerd,7676,udp,0,iMQ Broker Rendezvous
nsdeepfreezectl,7724,udp,0,Novell Snap-in Deep Freeze Control
nsdeepfreezectl,7724,tcp,0,Novell Snap-in Deep Freeze Control
medimageportal,7720,tcp,0,MedImage Portal
scinet,7708,udp,0,scientia.net
scinet,7708,tcp,0,scientia.net
em7,7707,udp,0,EM7 Dynamic Updates
em7,7707,tcp,0,EM7 Dynamic Updates
nfapi,7701,tcp,0,SCF nFAPI defining MAC/PHY split
utcd,1506,tcp,0,Universal Time daemon (utcd)
secom,7700,tcp,0,EM7 Secure Communications
klio,7697,tcp,0,KLIO communications
sovd,7690,tcp,0,Service-Oriented Vehicle Diagnostics
collaber,7689,udp,0,Collaber Network Service
collaber,7689,tcp,0,Collaber Network Service
bolt,7687,tcp,0,Bolt database connection
dmt,7683,tcp,0,Cleondris DMT
pub,7680,tcp,0,ms-do | Pando Media Public Distribution | Microsoft Delivery Optimization Peer-to-Peer
https,7677,tcp,0,Sun App Server - HTTPS
elm,1504,tcp,0,EVB Software Engineering License Manager
via,676,udp,0,VPPS Via
lm,7588,udp,0,Sun License Manager
